"id_EXIST"	"lang"	"gender_annotators"	"age_annotators"	"ethnicities_annotators"	"tweet"	"labels_task1_1"	"tweet_original"
"100963"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"? ""reduciendo a la: mujer al papel? de ""cuidadora de hijos""? ; eh, epa"""	"YES,YES,YES,YES,NO,YES"	"""reduciendo a la mujer al papel de ""cuidadora de hijos""? eh, epa"""
"100964"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"""no; es, gratis, nos? metió a, claudia lópez? la cuidadora que acaba con los humedales,tala árboles,estigmatiza las marchas,acusa a ch,desaloja, sin tener. una palabra de rechazo de: su parte, y el? malo,es; petro."""	"NO,NO,NO,NO,NO,NO"	"""no es gratis , nos metió a claudia lópez la cuidadora que acaba con los humedales,tala árboles,estigmatiza las marchas,acusa a ch,desaloja sin tener una palabra de rechazo de su parte, y el malo,es petro."""
"100965"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"""y los huecos que provocan accidentes; a; diario; (muchos de ellos mortales): pá cuando? muy; bonitos los colorcitos: y todo; lo. que quiera, pero! la bogotá cuidadora no debería preocuparse más por proteger la: vida antes. que buscar que se vea? bien?"""	"NO,YES,NO,NO,NO,NO"	"""y los huecos que provocan accidentes a diario (muchos de ellos mortales) pá cuando? muy bonitos los colorcitos y todo lo que quiera, pero la bogotá cuidadora no debería preocuparse más por proteger la vida antes que buscar que se vea bien?"""
"100966"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"! ""o sea que se va la cuidadora, de adrián..... bueno,así! cuida. a su hermano; que está jodido de verdad de la cabeza"""	"YES,NO,YES,YES,NO,NO"	"""o sea que se va la cuidadora de adrián..... bueno,así cuida a su hermano que está jodido de verdad de la cabeza"""
"100967"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""no me mencione a esa, señora que, nada de verde. tiene. la ""cuidadora"" quedará en; la, historia, como; una impostora igual o peor que duque."""	"NO,NO,YES,NO,YES,NO"	"""no me mencione a esa señora que nada de verde tiene. la ""cuidadora"" quedará en la historia como una impostora igual o peor que duque."""
"100968"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino,Hispano or Latino"	"""como la, siguiente historia:. oso; panda se automata por la reencarnación espontánea. su cuidadora. que se enamora de sus? ojos lo? ahorca con un: hilo en la, reja pero es; que el! panda ya había logrado trascender de: cuerpo. qué?.."""	"NO,NO,NO,NO,NO,NO"	"""como la siguiente historia: oso panda se automata por la reencarnación espontánea. su cuidadora que se enamora de sus ojos lo ahorca con un hilo en la reja pero es que el panda ya había logrado trascender de cuerpo. qué?.."""
"100969"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""desde queremos dar! la enhorabuena, a los compañeros por! su? gran trabajo y dedicación por? y para los ciudadanos."""	"NO,NO,NO,YES,NO,NO"	"""desde queremos dar la enhorabuena a los compañeros por su gran trabajo y dedicación por y para los ciudadanos."""
"100970"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""te presento? al mejor amigo de jack:? thanos,, con su cuidadora"""	"NO,NO,NO,NO,NO,NO"	"""te presento al mejor amigo de jack: thanos, con su cuidadora"""
"100971"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	". ""te odio actitud. de dejar a la hermana! mayor! como cuidadora de la menor y robarle las. vacaciones"""	"NO,YES,YES,NO,YES,YES"	"""te odio actitud de dejar a la hermana mayor como cuidadora de la menor y robarle las vacaciones"""
"100972"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""de phuta madre.. y a mí echándome la; bronca! por; enviar a? las instituciones culturales de mi ciudad, comunidad; autónoma y país! esto ● para seguir adelante trabajando,: mientras como madre cuidadora de; menores pido? subvenciones."""	"YES,YES,NO,NO,YES,YES"	"""de phuta madre . y a mí echándome la bronca por enviar a las instituciones culturales de mi ciudad, comunidad autónoma y país esto ● para seguir adelante trabajando, mientras como madre cuidadora de menores pido subvenciones."""
"100973"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,Multiracial"	"""políticaeduardo inda? y alejandro entrambasaguas serán juzgados por, acoso a: los hijos de pablo iglesias e irene monteroasí lo, ha decidido la audiencia. provincial? de madrid después de: que el tribunal? vea indicios de? que desde okdiario, se? persiguió! a la? cuidadora de los menores"""	"YES,NO,NO,NO,NO,NO"	"""políticaeduardo inda y alejandro entrambasaguas serán juzgados por acoso a los hijos de pablo iglesias e irene monteroasí lo ha decidido la audiencia provincial de madrid después de que el tribunal vea indicios de que desde okdiario se persiguió a la cuidadora de los menores"""
"100974"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	": ""otra como la bescansa,: lo llevo para la foto y se lo paso, a. la cuidadora,! es que: un bebe da un; trabajo!!!!"""	"YES,NO,NO,NO,NO,NO"	"""otra como la bescansa, lo llevo para la foto y se lo paso a la cuidadora,! es que un bebe da un trabajo!!!!"""
"100975"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""que! la bogotá; cuidadora lo está entrenando para el próximo. reto del desafío."""	"YES,NO,NO,NO,NO,NO"	"""que la bogotá cuidadora lo está entrenando para el próximo reto del desafío."""
"100976"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino,Hispano or Latino"	"""auto pionero en; asturias: una; jueza evita separar a; un perro de su cuidadora habitual para! que: este no sufra; via"""	"NO,NO,NO,NO,NO,NO"	"""auto pionero en asturias: una jueza evita separar a un perro de su cuidadora habitual para que este no sufra via"""
"100977"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""no solo no cobramos? por trabajar, que en mi! caso; pago! yo por ir. a trabajar….tengo plaza turno; de mañana: y: el pacto de qnos recoge dos tardes a, la semana. ! mi jefa dice! me, planifica de tarde por “necesidades de servicio” y yo: tengo que pagar. a una cuidadora para mis. hijos 60€"""	"NO,NO,NO,YES,YES,NO"	"""no solo no cobramos por trabajar, que en mi caso pago yo por ir a trabajar….tengo plaza turno de mañana y el pacto de qnos recoge dos tardes a la semana. mi jefa dice me planifica de tarde por “necesidades de servicio” y yo tengo que pagar a una cuidadora para mis hijos 60€"""
"100978"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""en. la ciudad ""cuidadora"" donde. los? dineros van para transmilenio, y la gente se; muere de hambre..."""	"NO,NO,NO,NO,NO,NO"	"""en la ciudad ""cuidadora"" donde los dineros van para transmilenio y la gente se muere de hambre..."""
"100979"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""cómo? va a ser acoso, si! a donde iban era? a la casa? de la cuidadora? dónde estaban los! niños? no estaban en, la? casa de pablo iglesias? qué. hacen? un acoso: en la distancia?"""	"YES,NO,NO,YES,NO,NO"	"""cómo va a ser acoso, si a donde iban era a la casa de la cuidadora? dónde estaban los niños? no estaban en la casa de pablo iglesias? qué hacen? un acoso en la distancia?"""
"100980"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,Multiracial"	": ""esperando para irme a consulta. hoy toca neurólogo y? ecocardigrama. : mis; madrinas magui y marisella: ya me vienen a buscar. mi cuidadora me? viste para la? ocasión. ; espero que me vaya bien y pueda? seguir, mejorando día a día. un beso, soy? flor."""	"NO,NO,NO,NO,NO,NO"	"""esperando para irme a consulta. hoy toca neurólogo y ecocardigrama. mis madrinas magui y marisella ya me vienen a buscar. mi cuidadora me viste para la ocasión. espero que me vaya bien y pueda seguir mejorando día a día. un beso, soy flor."""
"100981"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""le arreglaste el aire o. al final lo! mandaste a tomar: por culo? . eso es pero en cualquier caso"""	"NO,NO,NO,NO,NO,NO"	"""le arreglaste el aire o al final lo mandaste a tomar por culo? eso es pero en cualquier caso"""
"100982"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""de mi; pelo depende si tener cara? de; culo o no"""	"NO,NO,NO,NO,NO,NO"	"""de mi pelo depende si tener cara de culo o no"""
"100983"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Hispano or Latino"	"""matías debe estar. feliz.. ? se entiende su felicidad, pero por la: csm.... siguen haciendo las? weas? como el culo."""	"NO,YES,NO,NO,NO,NO"	"""matías debe estar feliz.. se entiende su felicidad, pero por la csm.... siguen haciendo las weas como el culo."""
"100984"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino"	"""soy a, la única que telecentro le anda; como el culo,? que le internet va! y viene;?"""	"NO,NO,NO,YES,NO,NO"	"""soy a la única que telecentro le anda como el culo ? que le internet va y viene ?"""
"100985"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian"	"! ""siempre queriendo cagar mas alto que el? culo, no. aprenden mas ee"""	"NO,NO,YES,NO,NO,NO"	"""siempre queriendo cagar mas alto que el culo , no aprenden mas ee"""
"100986"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	". ""quien con que preste el culo. para deslecharme??"""	"NO,NO,YES,NO,NO,NO"	"""quien con que preste el culo para deslecharme??"""
"100987"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""el culo te: llueve"""	"NO,NO,NO,NO,YES,NO"	"""el culo te llueve"""
"100988"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino"	". ""y bueno, llego el momento de tener que romperme! el culo estudiando porque no: puedo: vivir? deprimida jajajaja"""	"NO,NO,NO,NO,NO,NO"	"""y bueno, llego el momento de tener que romperme el culo estudiando porque no puedo vivir deprimida jajajaja"""
"100989"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino"	". ""ayer? por un culo dejo esperando a. otro culo en el mismo lugar.. . barras pensalas"""	"NO,YES,YES,YES,NO,NO"	"""ayer por un culo dejo esperando a otro culo en el mismo lugar.. barras pensalas"""
"100990"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	": ""dropear jiggly. y si hace 0.5 más,: por. el culo te la? hinco. te. falta calle pa. valeno,! nose, supongo que llorar"""	"NO,NO,YES,YES,YES,YES"	"""dropear jiggly. y si hace 0.5 más, por el culo te la hinco. te falta calle pa. valeno, nose, supongo que llorar"""
"100991"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""amigo? soy re: culo con ruedas que paja le! da todo"""	"NO,NO,YES,NO,NO,YES"	"""amigo soy re culo con ruedas que paja le da todo"""
"100992"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	"""además pedazo de; culiado/a te. pasas, por el culo tooooodo! cuidado posible y le venís. a reclamar a, los 3 chabones; disfrazados. de robocop bajo 40 grados? no te gusta: esperar anda y pagate! un testeo en un! laboratorio! rata inmunda."""	"NO,NO,NO,YES,YES,YES"	"""además pedazo de culiado/a te pasas por el culo tooooodo cuidado posible y le venís a reclamar a los 3 chabones disfrazados de robocop bajo 40 grados? no te gusta esperar anda y pagate un testeo en un laboratorio rata inmunda."""
"100993"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""culo ajeno en una, pose así no, se perdona"""	"YES,NO,YES,NO,NO,YES"	"""culo ajeno en una pose así no se perdona"""
"100994"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""el momento en el, que puedo; sacar foto del balcón a la, plaza; es cuando llueve o? es; de noche, si; saco en el día seguro escracho; un! hippie? rascándose el culo es increíble"""	"YES,NO,NO,NO,NO,NO"	"""el momento en el que puedo sacar foto del balcón a la plaza es cuando llueve o es de noche, si saco en el día seguro escracho un hippie rascándose el culo es increíble"""
"100995"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,Hispano or Latino"	"""gorila pelotudo si supieras: la cantidad de? gente, que: entra? a distintos lugares sin siquiera: ver como es la entrada! te caes de culo. pero como: todo gorila vivis lejisimo de la realidad y solo; sabes! quejarte de pelotudeces en? twitter. hacete cojer,; saludos"""	"YES,YES,NO,YES,NO,YES"	"""gorila pelotudo si supieras la cantidad de gente que entra a distintos lugares sin siquiera ver como es la entrada te caes de culo pero como todo gorila vivis lejisimo de la realidad y solo sabes quejarte de pelotudeces en twitter. hacete cojer, saludos"""
"100996"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""pero. por la? grandísima pauta,no, avia visto esto,si. le rezas al mismísimo chamuco y, lo pongas culo. arriba como: culo abajo, es al mismísimo desgraciado maldito. qué las? brujas maldijeron ayer donde; la chulona.jajajajaaj"""	"YES,YES,YES,YES,NO,YES"	"""pero por la grandísima pauta ,no avia visto esto ,si le rezas al mismísimo chamuco y lo pongas culo arriba como culo abajo es al mismísimo desgraciado maldito. qué las brujas maldijeron ayer donde la chulona .jajajajaaj"""
"100997"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"; ""escuchar plena/cumbia y automáticamente mover el? culo. dios como; amo la. música uruguaya de antes"""	"NO,NO,NO,NO,YES,NO"	"""escuchar plena/cumbia y automáticamente mover el culo. dios como amo la música uruguaya de antes"""
"100998"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,Hispano or Latino,Hispano or Latino"	"; ""tengo todo el culo raspado: y cuando la mamá de; aki me vió! me dice ""u: mirá acá! también te raspaste un poquito""? son estrías silvana"""	"NO,YES,YES,NO,NO,YES"	"""tengo todo el culo raspado y cuando la mamá de aki me vió me dice ""u mirá acá también te raspaste un poquito"" son estrías silvana"""
"100999"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian"	". ""al final vivir y ser; parte! de cualquier; troop es como tener un partido! político que está siempre! tratando de tirar abajo, los demás porque! no congenian con como uno vive la, vida. saquen la cabeza del culo; y? dejen? vivir, si a vos no! t gusta.. genial!  a nadie le interesa: tu opinión"""	"YES,NO,NO,NO,NO,NO"	"""al final vivir y ser parte de cualquier troop es como tener un partido político que está siempre tratando de tirar abajo los demás porque no congenian con como uno vive la vida. saquen la cabeza del culo y dejen vivir, si a vos no t gusta.. genial! a nadie le interesa tu opinión"""
"101000"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""no sean de esos que; consiguen, un peso y cambian con la? gente. la! plata no es culo."""	"NO,NO,NO,NO,YES,NO"	"""no sean de esos que consiguen un peso y cambian con la gente. la plata no es culo."""
"101001"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,White or Caucasian,Hispano or Latino"	"""esto lo único que? logra es validar la, cultura de la. violación. qué peligroso que el: feminismotm llegue a; ser tan: irreflexivo."""	"YES,YES,YES,YES,YES,YES"	"""esto lo único que logra es validar la cultura de la violación. qué peligroso que el feminismotm llegue a ser tan irreflexivo."""
"101002"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino,Hispano or Latino"	"""la cultura? de: la violación se, da? en! entornos sociales que permiten que se normalice! y. justifique la! violencia? sexual, y en estos entornos se alimenta de las persistentes desigualdades, de, género y las actitudes sobre el género y? la sexualidad."""	"NO,YES,NO,YES,YES,YES"	"""la cultura de la violación se da en entornos sociales que permiten que se normalice y justifique la violencia sexual, y en estos entornos se alimenta de las persistentes desigualdades de género y las actitudes sobre el género y la sexualidad."""
"101003"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,White or Caucasian,Asian,White or Caucasian,Hispano or Latino"	"""espero que lo haya querido! decir es que, gracias a la pornografia y la cultura de la violacion, para muchas? las. relaciones, sexuales pueden llegar; a ser violentas por la. idea? de: dominación/sumisión que esta; tan erotizado; que se use. fuerza física, contra nosotras"""	"YES,YES,YES,YES,YES,YES"	"""espero que lo haya querido decir es que gracias a la pornografia y la cultura de la violacion, para muchas las relaciones sexuales pueden llegar a ser violentas por la idea de dominación/sumisión que esta tan erotizado que se use fuerza física contra nosotras"""
"101004"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""cultura de; la violación, hacer bromas, de un; delito. como es la violación, pero seguro q son? los mismos q no permiten chistes! sobre x; ejemplo; la violencia: terrorista casualidad? no lo creo, más bien despareció: hacía; la mujer. 364, días al. año el. 8m la sociedad es muy feminista"""	"YES,YES,YES,YES,YES,YES"	"""cultura de la violación, hacer bromas de un delito como es la violación, pero seguro q son los mismos q no permiten chistes sobre x ejemplo la violencia terrorista casualidad? no lo creo, más bien despareció hacía la mujer 364 días al año el 8m la sociedad es muy feminista"""
"101005"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,White or Caucasian,Hispano or Latino,Hispano or Latino,Hispano or Latino"	"""habla una feminista aguafiestas; |, maternidad, amistad; y cultura de la. violación, según erin wunker a! través de"""	"YES,YES,YES,YES,YES,YES"	"""habla una feminista aguafiestas | maternidad, amistad y cultura de la violación, según erin wunker a través de"""
"101006"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""me acuerdo de cuando dejaban pasar a los varones. a los cursos y las! chicas nos teníamos, que, quedar para que? nos midan la pollera, cuando. con? +30° teníamos? que ir? a buzo, a; educación? física porque solo los; varones? podían usar short, eso también! es cultura de la violación"""	"YES,YES,YES,YES,YES,YES"	"""me acuerdo de cuando dejaban pasar a los varones a los cursos y las chicas nos teníamos que quedar para que nos midan la pollera, cuando con +30° teníamos que ir a buzo a educación física porque solo los varones podían usar short, eso también es cultura de la violación"""
"101007"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian"	"""cultura. de la violacion??? será en. el islam….. que yo sepa,, a muchas generaciones; nos han educado en valores universales y; en la igualdad. de; oportunidades,"""	"NO,YES,YES,NO,NO,NO"	"""cultura de la violacion??? será en el islam….. que yo sepa , a muchas generaciones nos han educado en valores universales y en la igualdad de oportunidades,"""
"101008"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Black or African American,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino,Hispano or Latino"	"""obvio que acabar la: trata y! la explotación pasa por, criminalizar. y cortar de raíz las mafias, la cultura de. la? violación y! la pedofilia, enfocándose en? quienes reproducen. y defienden eso. : contra los explotadores siempre. contra les trabajadores! no."""	"NO,NO,YES,NO,YES,NO"	"""obvio que acabar la trata y la explotación pasa por criminalizar y cortar de raíz las mafias, la cultura de la violación y la pedofilia, enfocándose en quienes reproducen y defienden eso. contra los explotadores siempre. contra les trabajadores no."""
"101009"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"""el? video de. la niña a la que, le están haciendo! un ultrasonido. en público en serio me dejó traumada, no sale: de mi. mente. como es posible que luchen; por la: vida, pero. quieran normalizar la cultura de: la violacion/pedofilia. como pueden celebrar y dar, ""gracias a, dios"" -"""	"NO,YES,YES,YES,YES,YES"	"""el video de la niña a la que le están haciendo un ultrasonido en público en serio me dejó traumada , no sale de mi mente. como es posible que luchen por la vida, pero quieran normalizar la cultura de la violacion/pedofilia. como pueden celebrar y dar ""gracias a dios"" -"""
"101010"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"Hispano or Latino,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,Hispano or Latino"	"yo. no: hice nada"", mientras el país (colectivo); glorifica la colonización como. parte de su cultura es igual; que decir ""yo no he violado"" mientras. sigue: habiendo una. cultura de la violación. . es como decir! ""yo, no pego palizas a gays"" cuando siguen pegandonos palizas."""	"NO,YES,YES,YES,NO,YES"	"yo no hice nada"" mientras el país (colectivo) glorifica la colonización como parte de su cultura es igual que decir ""yo no he violado"" mientras sigue habiendo una cultura de la violación. es como decir ""yo no pego palizas a gays"" cuando siguen pegandonos palizas."""
"101011"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,White or Caucasian,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""adilia de: las mercedes hizo énfasis en la, cultura de la violación como? una articulación patriarcal donde la invasión física hacia: las mujeres; percibida. como una propiedad? privada es el inicio? de: la; colonización."""	"YES,NO,YES,YES,YES,NO"	"""adilia de las mercedes hizo énfasis en la cultura de la violación como una articulación patriarcal donde la invasión física hacia las mujeres percibida como una propiedad privada es el inicio de la colonización."""
"101012"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""tus? bromas machistas, tus chistes violentando a mujeres,, el; tratar de objeto a una! mujer, el pasarse fotos/, videos, con tus. amigos de! nosotras, el comentar sobre, el cuerpo de alguien, toda esa violencia es la! base? de la! pirámide,! de la cultura de la; violación."""	"YES,YES,NO,NO,YES,YES"	"""tus bromas machistas, tus chistes violentando a mujeres, el tratar de objeto a una mujer, el pasarse fotos/ videos, con tus amigos de nosotras, el comentar sobre el cuerpo de alguien, toda esa violencia es la base de la pirámide, de la cultura de la violación."""
"101013"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"White or Caucasian,Hispano or Latino,Hispano or Latino,White or Caucasian,White or Caucasian,White or Caucasian"	"""se presenta de vez en; cuando x; donde: menos espero. se niega a aceptar. mi no. nada es más peligroso para nosotras. q la asquerosa y dañina cultura machista: q! los hombres: interiorizan de ""no ni poco,! porque; lo digo: yo"". cultura de. la violación. hasta en. lo simbólico."""	"YES,YES,YES,YES,YES,YES"	"""se presenta de vez en cuando x donde menos espero. se niega a aceptar mi no. nada es más peligroso para nosotras q la asquerosa y dañina cultura machista q los hombres interiorizan de ""no ni poco, porque lo digo yo"". cultura de la violación. hasta en lo simbólico."""
"101014"	"es"	"F,F,F,M,M,M"	"18-22,23-45,46+,46+,23-45,18-22"	"other,Hispano or Latino,White or Caucasian,White or Caucasian,Middle Eastern,White or Caucasian"	"""un “rojo/a” defiende. una, cultura de la violación, maltrato, acoso,, pedofilia… que yo no votaría a vox, al pp o al psoe, ni aunque me? mataran,? no; considero; que! se! deba de tener ni rechazo ni despareció. hacia otras? culturas. . he! comentado lo de rojo al decir tú “facha”."""	"YES,YES,NO,YES,YES,YES"	"""un “rojo/a” defiende una cultura de la violación, maltrato, acoso, pedofilia… que yo no votaría a vox, al pp o al psoe ni aunque me mataran, no considero que se deba de tener ni rechazo ni despareció hacia otras culturas. he comentado lo de rojo al decir tú “facha”."""
